order_id,product_id,store_id,product_name,city,date_of_sale,quantity,sales_amount
96,66,1,Orange,San Diego,2023-08-08,4,44.61
58,527,7,Watermelon,New York,2025-10-18,8,32.4
36,360,2,Grape,San Diego,2025-02-16,1,67.22
46,730,6,Cherry,Philadelphia,2025-12-30,9,37.49
10,785,3,Peach,Chicago,2023-05-15,4,18.15
51,367,5,Apple,San Diego,2021-11-05,9,72.26
30,945,6,Pineapple,Dallas,2025-05-31,6,49.94
29,625,4,Orange,Philadelphia,2024-12-20,1,63.68
15,749,2,Plum,New York,2025-08-26,1,48.84
84,754,2,Grape,Los Angeles,2025-08-20,7,43.91
76,579,3,Cherry,New York,2023-07-30,7,37.72
79,148,8,Blueberry,San Jose,2022-08-05,9,70.16
45,598,10,Mango,San Diego,2021-01-18,6,46.86
17,536,5,Raspberry,New York,2025-11-13,9,69.81
59,689,4,Watermelon,New York,2022-10-17,8,11.38
75,857,4,Cherry,Chicago,2022-05-12,2,42.58
24,420,4,Pear,Phoenix,2022-07-08,2,51.46
43,400,6,Blueberry,San Antonio,2022-11-01,4,31.48
48,480,1,Orange,San Antonio,2025-01-28,8,51.5
23,408,3,Pineapple,Los Angeles,2023-07-30,9,24.4
43,494,4,Watermelon,Chicago,2024-12-13,10,46.7
68,940,9,Banana,San Diego,2025-06-25,1,17.34
91,805,5,Raspberry,Chicago,2025-12-14,2,26.65
61,600,3,Mango,Chicago,2021-03-19,2,41.41
27,74,8,Kiwi,Los Angeles,2023-09-12,2,66.72
53,821,3,Peach,San Jose,2023-03-04,7,62.98
13,540,4,Cherry,New York,2025-11-16,9,48.69
93,920,4,Mango,Phoenix,2025-05-23,3,41.96
11,537,5,Watermelon,Philadelphia,2023-02-28,3,49.69
67,389,1,Banana,Dallas,2023-02-05,8,62.64
38,240,2,Apple,Chicago,2023-06-10,7,42.2
9,692,4,Raspberry,San Diego,2025-08-31,7,22.87
100,516,4,Watermelon,Philadelphia,2023-08-12,2,26.63
52,322,1,Watermelon,Houston,2022-12-02,7,36.32
47,131,4,Apple,Houston,2021-07-15,1,55.51
66,198,4,Raspberry,Houston,2025-03-23,9,34.4
42,809,1,Pear,Houston,2021-06-22,9,30.14
82,160,3,Mango,Dallas,2024-01-21,9,42.86
98,144,10,Peach,Phoenix,2021-04-17,1,65.43
44,236,7,Pear,San Antonio,2022-03-04,9,72.32
28,679,9,Apple,Philadelphia,2023-12-15,2,33.84
59,957,5,Banana,Phoenix,2021-03-22,10,65.92
37,669,1,Pineapple,New York,2025-04-15,2,27.6
32,386,10,Strawberry,Los Angeles,2025-03-16,0,69.45
11,843,4,Orange,Phoenix,2024-05-28,2,28.99
54,451,7,Plum,New York,2023-05-02,7,28.14
96,442,5,Pear,Houston,2021-05-11,6,11.66
60,852,7,Watermelon,Phoenix,2024-11-01,2,49.28
30,311,7,Apple,New York,2025-12-11,1,11.99
25,823,8,Pear,Dallas,2022-12-31,7,69.47
87,723,4,Blueberry,New York,2021-12-30,2,66.79
2,739,10,Apple,San Diego,2025-12-03,4,41.2
19,512,7,Pineapple,Phoenix,2022-06-18,6,46.64
37,935,4,Strawberry,New York,2021-11-14,4,38.79
29,931,3,Pear,San Diego,2023-08-02,2,14.63
41,204,10,Pear,San Jose,2024-08-14,8,51.37
37,605,2,Banana,San Jose,2024-08-31,8,62.81
16,461,7,Apple,Chicago,2023-08-25,0,68.22
60,960,2,Kiwi,Philadelphia,2022-06-23,7,64.55
52,594,1,Blueberry,Dallas,2023-05-26,0,71.96
68,528,4,Peach,Houston,2025-04-12,5,38.73
67,388,7,Strawberry,San Diego,2021-03-20,5,36.11
40,113,2,Raspberry,New York,2023-09-10,9,62.39
45,599,8,Cherry,Dallas,2024-06-30,5,30.99
65,130,7,Watermelon,San Jose,2023-05-09,9,12.91
90,177,5,Watermelon,Los Angeles,2023-07-04,4,29.59
20,188,6,Watermelon,Chicago,2025-11-08,7,65.76
81,752,6,Kiwi,Los Angeles,2025-06-09,8,70.0
51,878,10,Watermelon,San Antonio,2023-11-21,2,64.34
84,268,1,Banana,Chicago,2021-06-23,7,61.94
26,463,2,Peach,Houston,2024-09-08,0,35.3
13,468,4,Mango,Chicago,2022-03-08,9,50.6
9,636,9,Apple,Chicago,2022-05-29,8,11.91
55,358,10,Plum,Dallas,2025-10-22,6,57.77
38,584,1,Kiwi,Chicago,2025-01-04,7,55.38
54,135,3,Cherry,San Diego,2025-12-04,5,58.44
83,489,1,Mango,San Diego,2025-12-03,2,67.43
25,912,10,Kiwi,Philadelphia,2021-07-01,7,74.11
13,701,9,Watermelon,New York,2022-01-26,8,46.48
67,868,1,Mango,Houston,2024-07-08,8,57.82
9,898,7,Mango,Phoenix,2021-04-13,4,43.82
64,675,5,Kiwi,San Diego,2022-08-15,2,71.82
37,319,5,Pear,Dallas,2023-12-18,4,65.97
87,687,2,Peach,New York,2022-10-11,8,71.24
28,107,3,Pear,San Diego,2021-12-27,6,32.25
7,131,5,Apple,Philadelphia,2023-12-11,5,59.48
92,806,2,Blueberry,New York,2023-12-17,8,62.99
7,718,2,Peach,San Antonio,2023-05-12,10,57.0
50,496,8,Watermelon,Houston,2021-10-01,3,26.44
57,750,6,Cherry,San Antonio,2025-11-17,4,14.65
58,776,3,Banana,San Diego,2025-04-28,6,51.23
26,624,2,Blueberry,Dallas,2021-10-05,8,31.25
31,225,9,Banana,Houston,2025-09-28,3,53.43
18,746,10,Grape,Phoenix,2023-07-03,6,31.76
55,914,6,Plum,Philadelphia,2024-05-28,3,48.15
59,532,8,Grape,San Jose,2025-09-07,4,57.89
55,322,2,Watermelon,Phoenix,2022-12-01,6,22.46
12,850,1,Apple,San Diego,2024-03-29,2,57.91
100,872,5,Peach,Philadelphia,2024-08-09,8,61.88
6,778,2,Peach,Phoenix,2021-11-28,0,38.31
100,243,3,Plum,Phoenix,2021-10-05,6,25.33
69,827,10,Grape,San Jose,2021-09-02,5,12.66
33,878,5,Strawberry,Chicago,2022-03-26,6,61.68
5,86,4,Blueberry,Houston,2024-11-19,3,19.24
68,384,5,Kiwi,Chicago,2025-02-27,5,11.5
4,381,7,Blueberry,San Diego,2021-07-05,7,18.8
55,626,10,Apple,Chicago,2021-08-23,8,71.4
98,90,2,Watermelon,Los Angeles,2023-07-04,9,73.85
80,107,10,Strawberry,San Antonio,2021-07-13,7,22.4
7,779,3,Apple,Philadelphia,2025-10-11,7,27.77
41,463,9,Watermelon,Philadelphia,2024-02-06,6,18.81
34,894,2,Banana,Los Angeles,2022-03-29,0,24.8
42,416,1,Grape,San Antonio,2024-11-28,1,10.9
96,77,8,Pineapple,Phoenix,2024-10-28,6,44.45
69,803,3,Pineapple,Los Angeles,2025-04-14,4,74.54
21,906,10,Blueberry,Houston,2023-06-08,4,15.68
29,947,8,Strawberry,San Jose,2025-12-13,1,26.24
95,850,3,Strawberry,Dallas,2024-02-16,0,73.44
4,487,9,Plum,San Antonio,2023-01-12,7,65.8
24,815,3,Kiwi,Phoenix,2022-01-20,1,56.46
61,154,1,Peach,San Jose,2022-12-31,4,34.64
11,605,9,Banana,San Antonio,2022-07-03,0,71.63
36,593,4,Peach,Houston,2025-01-06,7,51.42
32,634,2,Apple,San Antonio,2023-03-16,6,72.98
23,299,3,Apple,San Diego,2021-05-06,8,50.61
93,878,10,Apple,Philadelphia,2021-06-29,8,22.54
66,977,8,Pear,San Jose,2022-10-04,3,27.21
83,765,8,Apple,San Antonio,2021-02-11,6,51.22
81,706,10,Blueberry,Phoenix,2025-10-13,2,11.22
4,814,1,Pear,San Diego,2025-01-30,10,36.84
80,220,8,Peach,San Diego,2021-11-14,4,28.44
9,493,2,Strawberry,New York,2021-07-17,3,62.1
97,975,8,Cherry,Dallas,2021-11-02,10,56.43
5,530,3,Pear,Los Angeles,2021-05-15,1,18.73
61,345,3,Apple,San Antonio,2023-11-05,0,51.24
26,338,9,Strawberry,Los Angeles,2024-02-04,1,30.41
24,712,4,Banana,San Antonio,2021-01-14,1,22.8
91,288,4,Cherry,San Jose,2022-10-14,9,55.9
66,770,6,Pineapple,Dallas,2022-10-06,4,70.39
68,74,6,Cherry,Dallas,2025-07-10,4,70.14
62,604,4,Apple,Philadelphia,2022-10-04,5,74.77
75,504,1,Apple,Dallas,2022-07-24,7,50.52
80,431,10,Strawberry,Los Angeles,2021-04-15,7,65.38
95,744,7,Blueberry,Chicago,2021-09-23,3,32.63
71,780,6,Peach,Chicago,2022-04-30,6,55.33
43,300,10,Pear,San Antonio,2021-02-21,7,46.33
29,293,6,Plum,Houston,2024-09-06,8,71.48
16,594,2,Peach,Dallas,2022-11-28,3,73.33
23,638,7,Kiwi,Philadelphia,2024-06-14,4,24.89
55,971,6,Cherry,New York,2021-07-20,7,57.62
76,463,10,Plum,Los Angeles,2023-11-13,1,27.11
53,974,3,Kiwi,Los Angeles,2024-05-04,0,55.36
18,916,2,Pear,New York,2021-01-25,10,18.21
53,823,8,Kiwi,Los Angeles,2024-12-15,4,12.57
24,190,8,Strawberry,San Diego,2022-02-07,9,71.29
88,57,7,Plum,San Jose,2025-03-01,6,58.53
93,117,1,Plum,Los Angeles,2023-10-20,4,46.94
9,523,7,Pear,Los Angeles,2021-12-21,1,36.2
12,365,4,Grape,New York,2022-03-28,10,14.73941924501893
68,935,6,Mango,Philadelphia,2022-07-07,1,46.53
85,701,3,Raspberry,Los Angeles,2021-12-08,10,58.82
96,114,9,Peach,Dallas,2023-11-16,8,27.70707622902005
28,855,7,Blueberry,Houston,2025-07-19,7,71.76
28,702,9,Blueberry,Philadelphia,2023-06-23,1,22.93
24,404,1,Strawberry,Philadelphia,2024-01-07,8,27.47
43,946,8,Kiwi,Phoenix,2024-12-13,4,55.76912603882419
36,268,2,Banana,Phoenix,2025-06-24,1,19.12
71,780,5,Kiwi,Philadelphia,2022-01-10,3,55.76
68,356,7,Strawberry,San Antonio,2023-08-07,4,39.28
93,562,2,Strawberry,San Diego,2025-08-30,4,16.68
48,247,1,Kiwi,Philadelphia,2022-04-17,8,56.88
85,785,7,Pear,San Antonio,2023-10-09,8,65.41
14,757,9,Apple,Los Angeles,2022-02-13,6,51.57
63,949,10,Blueberry,San Antonio,2024-03-05,8,13.63
75,935,6,Plum,New York,2025-07-15,5,34.4
73,213,4,Plum,Dallas,2024-02-25,1,53.28
52,943,8,Mango,Los Angeles,2025-05-24,5,43.85
55,119,7,Cherry,San Antonio,2021-08-27,7,39.33
30,700,8,Strawberry,Dallas,2021-05-03,0,47.16
56,934,10,Cherry,San Diego,2021-11-18,3,45.55
12,142,9,Mango,San Jose,2022-06-04,10,70.26
4,563,2,Watermelon,San Antonio,2024-04-15,6,24.47
66,803,8,Plum,San Antonio,2026-01-05,9,29.41
2,793,8,Peach,Philadelphia,2025-12-04,10,16.15
57,508,6,Cherry,San Jose,2021-06-19,7,15.2
23,821,3,Pineapple,San Diego,2021-05-01,9,58.61
3,98,6,Mango,Phoenix,2022-11-14,3,25.86
50,543,1,Blueberry,Phoenix,2023-11-07,4,30.34
89,465,9,Mango,Dallas,2021-12-19,5,44.9
0,780,9,Orange,San Diego,2023-11-12,10,21.11
48,791,6,Strawberry,Dallas,2024-09-08,6,19.84
35,644,4,Apple,San Jose,2025-07-13,0,10.66
99,710,2,Apple,San Diego,2021-11-27,10,46.83
68,956,10,Raspberry,Houston,2022-05-12,0,14.76
82,173,9,Watermelon,Chicago,2021-07-01,0,23.83
63,896,10,Strawberry,Chicago,2022-03-25,8,20.13
24,166,5,Strawberry,Dallas,2022-02-06,10,68.15
93,646,3,Peach,Los Angeles,2021-06-12,0,35.22
30,912,10,Banana,Houston,2025-03-05,2,74.34
38,848,6,Raspberry,Philadelphia,2021-04-08,4,66.49
72,953,10,Cherry,San Diego,2021-05-17,0,72.5
96,582,7,Blueberry,San Diego,2021-04-10,1,43.25
20,903,3,Grape,New York,2023-04-08,3,58.49
14,202,5,Pineapple,Chicago,2022-04-30,6,53.55
78,719,7,Blueberry,San Diego,2024-11-18,6,21.11
60,84,9,Pear,Houston,2023-05-16,6,24.99
46,253,7,Pineapple,Dallas,2022-11-03,5,49.51
34,561,1,Watermelon,Los Angeles,2021-12-23,3,41.45
78,259,1,Strawberry,Chicago,2023-01-28,3,29.81
25,162,7,Raspberry,Philadelphia,2023-10-13,8,18.66
3,82,3,Kiwi,Phoenix,2024-01-23,1,55.3
19,991,9,Raspberry,San Jose,2025-08-13,6,50.71
97,580,8,Pear,San Jose,2023-07-07,7,50.0
65,141,2,Peach,Los Angeles,2022-10-05,6,62.56
64,713,3,Blueberry,Dallas,2023-05-23,7,24.57
23,265,4,Peach,San Diego,2023-07-29,4,18.6
85,677,10,Grape,Philadelphia,2025-09-21,4,55.1
79,239,3,Peach,San Antonio,2021-09-11,3,27.47
62,805,4,Apple,San Jose,2025-10-21,4,30.57
87,862,6,Strawberry,New York,2025-10-08,1,18.76
99,625,3,Blueberry,New York,2025-06-03,0,63.12
11,706,7,Peach,Chicago,2021-02-09,10,10.51
46,560,9,Watermelon,Houston,2025-11-23,9,62.92
44,256,5,Pear,San Antonio,2024-03-25,1,27.23
70,130,3,Grape,San Jose,2024-07-05,5,65.8
48,744,7,Orange,San Antonio,2024-09-02,8,24.97
22,719,1,Cherry,Dallas,2023-04-14,7,51.11
90,203,10,Watermelon,Phoenix,2022-02-07,2,10.51
81,848,7,Raspberry,San Antonio,2021-09-04,5,56.94
96,821,3,Pineapple,Philadelphia,2022-04-13,3,22.4
59,724,10,Blueberry,San Jose,2024-03-16,5,33.17
46,318,5,Banana,Houston,2024-12-19,7,55.25
7,863,10,Apple,San Diego,2022-10-03,8,25.98
46,851,3,Strawberry,Chicago,2022-01-20,4,24.82
17,951,3,Strawberry,Los Angeles,2024-10-14,10,74.37
12,567,10,Mango,Dallas,2025-07-08,9,14.41
89,846,8,Cherry,Houston,2021-05-07,6,67.2
3,955,9,Blueberry,Houston,2021-07-01,8,51.3
15,548,7,Orange,New York,2024-12-21,9,31.9
43,722,4,Cherry,San Diego,2021-05-18,4,47.83
49,953,8,Raspberry,Los Angeles,2022-08-22,10,66.39
6,781,4,Peach,San Antonio,2021-03-09,0,38.83
44,59,8,Peach,San Jose,2022-05-08,1,53.51
91,684,5,Strawberry,San Diego,2023-08-12,8,37.55
30,326,6,Pineapple,San Diego,2025-05-28,8,34.83
80,95,5,Pineapple,Dallas,2024-07-28,6,24.7
11,479,8,Raspberry,Phoenix,2024-11-08,2,59.6
91,653,2,Blueberry,Houston,2022-04-26,10,73.97
86,644,9,Apple,San Jose,2021-04-02,0,30.52
97,215,6,Raspberry,San Diego,2025-08-09,0,47.94
51,163,3,Pear,New York,2022-01-18,1,44.28
30,614,5,Banana,San Diego,2022-09-24,2,69.69
78,646,10,Strawberry,San Jose,2022-12-13,7,26.2
30,75,5,Peach,Houston,2021-08-10,3,39.26
52,936,1,Banana,San Jose,2021-02-08,10,35.89
32,697,3,Watermelon,San Jose,2021-03-07,8,34.94
62,836,6,Mango,Phoenix,2022-01-01,2,28.36
45,704,5,Raspberry,Houston,2023-04-08,1,10.66
22,374,1,Apple,Philadelphia,2024-08-25,7,26.35
89,918,3,Pineapple,Dallas,2023-04-30,9,36.53
35,465,2,Grape,Houston,2023-01-22,6,19.23
94,366,10,Raspberry,Phoenix,2022-10-26,3,13.77
14,506,6,Kiwi,Los Angeles,2023-02-05,6,13.35
40,313,1,Pear,Dallas,2024-08-01,7,10.81
58,383,7,Cherry,Chicago,2023-08-28,9,20.45
81,322,10,Watermelon,New York,2024-03-16,9,69.78
75,295,5,Plum,Phoenix,2023-04-06,1,67.7
68,219,6,Orange,San Jose,2024-03-04,1,30.38
51,210,5,Grape,Dallas,2021-02-15,4,45.68
76,345,3,Mango,Dallas,2022-07-31,3,60.24
53,261,5,Banana,Dallas,2025-03-09,7,56.53
33,544,2,Cherry,Houston,2024-11-12,0,62.1
47,494,5,Raspberry,San Antonio,2023-12-27,2,31.92
43,534,10,Pear,Houston,2024-02-26,7,31.9
21,769,9,Watermelon,Phoenix,2022-01-17,9,54.9
43,369,3,Raspberry,Philadelphia,2025-04-21,2,50.82
74,751,1,Plum,San Jose,2022-07-15,8,59.38
62,400,6,Blueberry,Los Angeles,2022-04-14,9,49.64
1,534,3,Banana,San Antonio,2025-07-24,6,39.3
34,163,4,Strawberry,Dallas,2021-09-18,6,34.86
43,138,10,Orange,New York,2023-04-26,7,16.4
7,730,5,Cherry,Los Angeles,2021-08-06,2,58.44
97,919,10,Raspberry,Philadelphia,2025-03-04,10,63.19
79,535,1,Grape,Philadelphia,2025-02-15,7,53.3
73,760,4,Pineapple,Philadelphia,2023-10-25,0,36.94
58,461,8,Strawberry,San Diego,2022-07-24,7,35.4
76,994,9,Peach,New York,2025-05-25,4,62.58
61,102,9,Kiwi,Phoenix,2025-03-23,4,56.45
78,591,5,Pear,Philadelphia,2025-09-02,3,41.7
71,824,5,Grape,San Jose,2023-09-17,4,46.63
83,900,4,Cherry,Phoenix,2022-07-06,3,47.51
74,236,8,Pear,Houston,2022-10-21,5,36.97
51,149,1,Plum,San Jose,2025-06-30,2,40.59
94,863,9,Pineapple,San Antonio,2022-06-29,6,33.55
65,805,9,Pear,Los Angeles,2024-08-25,4,33.38
30,687,10,Apple,Houston,2021-04-11,9,21.15
36,149,8,Blueberry,San Antonio,2021-04-17,5,55.77
24,700,2,Pear,New York,2021-12-05,9,31.95
13,251,1,Kiwi,Phoenix,2024-08-04,9,13.18
81,479,7,Pineapple,San Diego,2025-11-17,3,74.9
10,813,4,Banana,Houston,2025-12-16,0,20.45
69,86,10,Mango,Phoenix,2026-01-04,7,11.39
18,154,9,Peach,New York,2025-08-24,10,44.94
68,966,9,Strawberry,Philadelphia,2024-07-23,4,39.72
86,537,8,Pear,San Antonio,2024-10-03,9,46.8
6,855,8,Watermelon,San Jose,2021-07-26,0,20.15
41,134,7,Peach,Phoenix,2024-04-12,6,17.32
82,696,9,Pear,San Antonio,2025-09-08,9,60.48
90,856,5,Plum,New York,2022-01-17,2,52.29
87,594,2,Banana,Los Angeles,2023-02-25,6,22.23
69,398,8,Banana,Los Angeles,2023-04-12,8,50.75
53,928,9,Banana,Los Angeles,2024-07-15,5,36.31
52,945,9,Peach,Phoenix,2021-11-07,10,63.3
85,676,9,Pear,San Antonio,2021-03-24,5,31.26
95,203,8,Peach,San Antonio,2022-04-01,3,19.94
49,129,5,Strawberry,Phoenix,2024-11-22,1,32.62
74,86,8,Mango,Dallas,2023-06-26,3,54.53
92,343,1,Grape,San Jose,2023-10-23,4,49.8
68,952,4,Peach,New York,2022-05-13,3,35.2
61,87,1,Plum,San Antonio,2022-06-24,4,24.53
6,991,9,Mango,Los Angeles,2021-02-17,8,74.68
58,392,3,Orange,New York,2021-12-26,8,18.34
56,279,9,Raspberry,Dallas,2024-01-26,4,67.27
78,773,1,Strawberry,Houston,2023-06-22,5,41.77
27,540,7,Orange,Dallas,2025-11-06,3,47.26
48,769,8,Pineapple,Philadelphia,2021-05-27,2,40.82
87,666,5,Blueberry,Houston,2021-11-25,1,65.66
92,682,10,Mango,San Diego,2021-08-20,9,40.55
95,592,5,Pear,Chicago,2022-07-31,7,12.35
47,784,9,Pear,Houston,2022-04-07,10,37.29
7,573,6,Orange,Los Angeles,2025-08-30,9,65.24
99,816,3,Orange,San Jose,2025-04-21,8,42.75
0,319,10,Banana,New York,2022-11-01,4,74.66
6,919,1,Peach,Los Angeles,2024-02-28,8,51.31
79,273,9,Orange,Dallas,2022-10-23,9,39.81
33,55,3,Kiwi,Los Angeles,2025-04-06,1,35.15
12,557,4,Peach,New York,2025-06-26,0,53.24
97,590,10,Peach,San Diego,2023-10-30,5,43.85
40,856,2,Banana,Los Angeles,2025-10-21,9,31.2
50,775,2,Watermelon,San Diego,2022-09-23,2,55.48
61,705,5,Watermelon,Philadelphia,2023-12-18,1,69.24
44,158,1,Strawberry,Los Angeles,2021-09-05,7,14.1
58,688,8,Kiwi,San Diego,2023-10-14,0,53.24
45,677,10,Watermelon,Chicago,2021-08-25,0,69.71
94,221,7,Pineapple,San Diego,2025-08-21,9,61.71
66,696,4,Blueberry,Houston,2023-11-07,8,36.28
88,202,3,Cherry,Philadelphia,2023-02-17,6,21.16
79,833,5,Peach,Houston,2025-10-31,4,71.25
8,729,3,Pear,Dallas,2021-01-14,2,67.96
0,775,5,Pear,New York,2024-11-14,8,19.19
